"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"23/02/2022","1.270","1.270","1.290","1.260","150,10K","0,00%"
"22/02/2022","1.270","1.265","1.290","1.255","239,80K","0,79%"
"21/02/2022","1.260","1.265","1.270","1.260","33,40K","0,00%"
"18/02/2022","1.260","1.265","1.270","1.250","78,60K","-0,40%"
"17/02/2022","1.265","1.245","1.265","1.245","92,10K","0,80%"
"16/02/2022","1.255","1.255","1.260","1.245","126,50K","0,40%"
"15/02/2022","1.250","1.255","1.265","1.240","539,10K","0,00%"
"14/02/2022","1.250","1.250","1.260","1.245","75,20K","0,00%"
"11/02/2022","1.250","1.260","1.260","1.250","62,60K","-0,79%"
"10/02/2022","1.260","1.255","1.265","1.250","277,90K","0,40%"
"09/02/2022","1.255","1.250","1.265","1.250","192,60K","0,40%"
"08/02/2022","1.250","1.265","1.265","1.245","445,00K","-0,40%"
"07/02/2022","1.255","1.270","1.275","1.245","349,70K","-1,18%"
"04/02/2022","1.270","1.270","1.270","1.265","38,80K","0,00%"
"03/02/2022","1.270","1.275","1.285","1.270","149,30K","-0,39%"
"02/02/2022","1.275","1.265","1.275","1.260","52,70K","0,79%"
"31/01/2022","1.265","1.280","1.280","1.250","17,40K","0,80%"
"28/01/2022","1.255","1.270","1.270","1.250","92,30K","-1,18%"
"27/01/2022","1.270","1.255","1.270","1.250","357,20K","1,20%"
"26/01/2022","1.255","1.255","1.270","1.255","163,70K","0,00%"
"25/01/2022","1.255","1.265","1.270","1.250","433,80K","-1,18%"
"24/01/2022","1.270","1.265","1.275","1.260","72,20K","0,79%"
"21/01/2022","1.260","1.245","1.260","1.245","54,50K","0,80%"
"20/01/2022","1.250","1.240","1.260","1.235","92,80K","0,81%"
"19/01/2022","1.240","1.245","1.260","1.240","126,90K","-0,40%"
"18/01/2022","1.245","1.250","1.280","1.240","232,70K","-0,40%"
"17/01/2022","1.250","1.255","1.270","1.250","63,20K","-0,40%"
"14/01/2022","1.255","1.260","1.270","1.255","163,10K","-0,40%"
"13/01/2022","1.260","1.255","1.280","1.255","58,70K","0,00%"
"12/01/2022","1.260","1.265","1.285","1.260","143,30K","-0,40%"
"11/01/2022","1.265","1.270","1.295","1.265","213,80K","-0,39%"
"10/01/2022","1.270","1.265","1.290","1.265","233,60K","0,40%"
"07/01/2022","1.265","1.270","1.295","1.265","161,30K","-0,39%"
"06/01/2022","1.270","1.275","1.280","1.270","34,80K","-0,39%"
"05/01/2022","1.275","1.275","1.285","1.270","183,50K","-0,39%"
"04/01/2022","1.280","1.275","1.315","1.275","337,30K","0,39%"
"03/01/2022","1.275","1.275","1.295","1.270","343,80K","0,00%"
"30/12/2021","1.275","1.280","1.300","1.275","167,80K","0,00%"
"29/12/2021","1.275","1.270","1.290","1.270","120,50K","1,59%"
"28/12/2021","1.255","1.305","1.305","1.250","2,12M","-3,46%"
"27/12/2021","1.300","1.320","1.370","1.300","746,60K","-1,14%"
"24/12/2021","1.315","1.315","1.325","1.310","52,20K","0,38%"
"23/12/2021","1.310","1.315","1.325","1.305","68,80K","-0,38%"
"22/12/2021","1.315","1.320","1.330","1.310","33,50K","-0,38%"
"21/12/2021","1.320","1.325","1.340","1.320","91,50K","-0,38%"
"20/12/2021","1.325","1.335","1.335","1.320","28,70K","-0,75%"
"17/12/2021","1.335","1.320","1.340","1.320","36,00K","-0,37%"
"16/12/2021","1.340","1.335","1.345","1.325","91,20K","0,37%"
"15/12/2021","1.335","1.320","1.335","1.320","27,60K","1,14%"
"14/12/2021","1.320","1.335","1.340","1.320","148,10K","-1,12%"
"13/12/2021","1.335","1.375","1.375","1.335","139,90K","-0,37%"
"10/12/2021","1.340","1.410","1.410","1.280","625,10K","-2,19%"
"09/12/2021","1.370","1.390","1.390","1.350","317,70K","0,37%"
"08/12/2021","1.365","1.400","1.400","1.355","45,80K","0,37%"
"07/12/2021","1.360","1.385","1.385","1.355","224,70K","0,00%"
"06/12/2021","1.360","1.380","1.380","1.360","21,00K","0,00%"
"03/12/2021","1.360","1.365","1.375","1.345","273,60K","-1,09%"
"02/12/2021","1.375","1.385","1.385","1.325","170,30K","-0,72%"
"01/12/2021","1.385","1.345","1.385","1.340","55,30K","2,59%"
"30/11/2021","1.350","1.370","1.385","1.345","99,40K","-1,46%"
"29/11/2021","1.370","1.355","1.385","1.335","109,10K","1,11%"
"26/11/2021","1.355","1.395","1.415","1.355","356,10K","-3,21%"
"25/11/2021","1.400","1.400","1.410","1.395","610,60K","0,00%"
"24/11/2021","1.400","1.395","1.400","1.380","166,20K","0,36%"
"23/11/2021","1.395","1.390","1.410","1.380","90,00K","-1,06%"
"22/11/2021","1.410","1.385","1.430","1.385","95,30K","-0,35%"
"19/11/2021","1.415","1.390","1.445","1.390","73,90K","-0,70%"
"18/11/2021","1.425","1.375","1.430","1.375","210,20K","1,79%"
"17/11/2021","1.400","1.420","1.470","1.400","226,40K","-1,41%"
"16/11/2021","1.420","1.410","1.455","1.410","78,80K","-1,39%"
"15/11/2021","1.440","1.425","1.470","1.390","642,50K","3,60%"
"12/11/2021","1.390","1.385","1.440","1.385","137,80K","0,36%"
"11/11/2021","1.385","1.395","1.400","1.370","25,00K","-0,72%"
"10/11/2021","1.395","1.355","1.400","1.355","114,70K","0,00%"
"09/11/2021","1.395","1.345","1.410","1.345","431,20K","1,82%"
"08/11/2021","1.370","1.335","1.410","1.335","433,70K","0,37%"
"05/11/2021","1.365","1.350","1.365","1.350","514,30K","0,74%"
"04/11/2021","1.355","1.320","1.365","1.320","57,30K","-0,37%"
"03/11/2021","1.360","1.350","1.375","1.350","130,40K","-1,09%"
"02/11/2021","1.375","1.335","1.385","1.335","85,20K","0,00%"
"01/11/2021","1.375","1.320","1.395","1.320","590,30K","1,48%"
"29/10/2021","1.355","1.320","1.385","1.320","106,30K","0,74%"
"28/10/2021","1.345","1.350","1.355","1.325","179,40K","-0,74%"
"27/10/2021","1.355","1.360","1.395","1.350","69,20K","-1,45%"
"26/10/2021","1.375","1.370","1.410","1.360","260,90K","-2,48%"
"25/10/2021","1.410","1.300","1.410","1.300","364,90K","5,22%"
"22/10/2021","1.340","1.335","1.350","1.335","176,00K","0,75%"
"21/10/2021","1.330","1.320","1.355","1.320","73,60K","0,76%"
"19/10/2021","1.320","1.315","1.350","1.315","42,90K","-0,75%"
"18/10/2021","1.330","1.305","1.355","1.305","203,70K","0,76%"
"15/10/2021","1.320","1.325","1.350","1.320","67,00K","0,00%"
"14/10/2021","1.320","1.330","1.330","1.300","182,90K","-0,75%"
"13/10/2021","1.330","1.325","1.340","1.310","110,00K","0,76%"
"12/10/2021","1.320","1.310","1.335","1.310","64,50K","1,15%"
"11/10/2021","1.305","1.310","1.350","1.305","66,10K","0,38%"
"08/10/2021","1.300","1.320","1.325","1.300","312,50K","-0,76%"
"07/10/2021","1.310","1.340","1.340","1.300","75,10K","-0,76%"
"06/10/2021","1.320","1.350","1.350","1.295","242,80K","1,15%"
"05/10/2021","1.305","1.315","1.325","1.300","1,03M","-0,76%"
"04/10/2021","1.315","1.295","1.325","1.295","303,20K","2,73%"
"01/10/2021","1.280","1.290","1.300","1.275","145,60K","0,00%"
"30/09/2021","1.280","1.290","1.295","1.280","152,60K","-0,78%"
"29/09/2021","1.290","1.300","1.300","1.275","68,30K","0,00%"
"28/09/2021","1.290","1.270","1.300","1.270","316,20K","0,78%"
"27/09/2021","1.280","1.295","1.295","1.275","36,20K","-0,39%"
"24/09/2021","1.285","1.285","1.290","1.275","267,90K","0,00%"
"23/09/2021","1.285","1.300","1.300","1.285","129,80K","-0,39%"
"22/09/2021","1.290","1.290","1.290","1.275","114,80K","0,39%"
"21/09/2021","1.285","1.270","1.290","1.250","97,50K","0,00%"
"20/09/2021","1.285","1.300","1.300","1.270","152,30K","0,00%"
"17/09/2021","1.285","1.310","1.310","1.275","81,80K","-0,77%"
"16/09/2021","1.295","1.305","1.310","1.280","112,50K","-0,38%"
"15/09/2021","1.300","1.300","1.310","1.275","94,40K","0,00%"
"14/09/2021","1.300","1.300","1.305","1.275","200,80K","1,17%"
"13/09/2021","1.285","1.300","1.305","1.275","197,70K","-0,77%"
"10/09/2021","1.295","1.285","1.300","1.275","307,40K","1,17%"
"09/09/2021","1.280","1.240","1.280","1.240","197,70K","1,19%"
"08/09/2021","1.265","1.280","1.290","1.260","469,70K","-1,17%"
"07/09/2021","1.280","1.305","1.310","1.270","338,00K","-0,78%"
"06/09/2021","1.290","1.300","1.330","1.275","119,50K","-0,39%"
"03/09/2021","1.295","1.330","1.330","1.285","105,80K","0,00%"
"02/09/2021","1.295","1.295","1.295","1.280","227,10K","0,00%"
"01/09/2021","1.295","1.345","1.345","1.290","111,70K","-1,15%"
"31/08/2021","1.310","1.320","1.340","1.300","142,00K","0,38%"
"30/08/2021","1.305","1.270","1.325","1.265","324,90K","2,76%"
"27/08/2021","1.270","1.295","1.295","1.255","217,60K","-0,78%"
"26/08/2021","1.280","1.280","1.290","1.270","115,80K","0,00%"
"25/08/2021","1.280","1.265","1.295","1.255","53,20K","1,19%"
"24/08/2021","1.265","1.325","1.325","1.265","123,20K","-2,32%"
"23/08/2021","1.295","1.250","1.315","1.245","570,60K","4,02%"
"20/08/2021","1.245","1.230","1.265","1.225","112,20K","1,22%"
"19/08/2021","1.230","1.250","1.250","1.225","194,00K","-1,60%"
"18/08/2021","1.250","1.250","1.300","1.240","180,50K","0,00%"
"16/08/2021","1.250","1.280","1.280","1.200","445,90K","-2,34%"
"13/08/2021","1.280","1.330","1.365","1.280","749,70K","-6,91%"
"12/08/2021","1.375","1.405","1.410","1.375","119,80K","-6,78%"
"10/08/2021","1.475","1.460","1.475","1.440","1,10M","1,03%"
"09/08/2021","1.460","1.510","1.520","1.450","1,11M","-2,99%"
"06/08/2021","1.505","1.510","1.525","1.480","520,40K","0,00%"
"05/08/2021","1.505","1.490","1.505","1.485","1,01M","2,38%"
"04/08/2021","1.470","1.510","1.510","1.450","333,20K","-1,67%"
"03/08/2021","1.495","1.450","1.500","1.445","556,10K","3,46%"
"02/08/2021","1.445","1.460","1.460","1.415","246,20K","1,76%"
"30/07/2021","1.420","1.450","1.455","1.420","98,90K","-1,39%"
"29/07/2021","1.440","1.465","1.465","1.415","377,10K","1,05%"
"28/07/2021","1.425","1.480","1.480","1.425","130,30K","-1,04%"
"27/07/2021","1.440","1.425","1.460","1.425","266,00K","1,41%"
"26/07/2021","1.420","1.460","1.460","1.415","117,20K","-1,39%"
"23/07/2021","1.440","1.425","1.450","1.370","233,10K","1,05%"
"22/07/2021","1.425","1.445","1.450","1.405","146,00K","1,42%"
"21/07/2021","1.405","1.440","1.450","1.405","50,60K","0,36%"
"19/07/2021","1.400","1.400","1.465","1.400","100,40K","0,00%"
"16/07/2021","1.400","1.360","1.425","1.360","324,40K","2,94%"
"15/07/2021","1.360","1.350","1.385","1.340","152,00K","0,74%"
"14/07/2021","1.350","1.400","1.400","1.335","203,90K","-3,57%"
"13/07/2021","1.400","1.415","1.430","1.395","79,10K","0,36%"
"12/07/2021","1.395","1.420","1.420","1.380","294,70K","-0,36%"
"09/07/2021","1.400","1.470","1.470","1.380","605,10K","-2,10%"
"08/07/2021","1.430","1.480","1.480","1.430","285,10K","-3,38%"
"07/07/2021","1.480","1.500","1.500","1.460","31,70K","-1,66%"
"06/07/2021","1.505","1.515","1.545","1.485","704,70K","-0,33%"
"05/07/2021","1.510","1.575","1.575","1.500","333,40K","-1,31%"
"02/07/2021","1.530","1.530","1.530","1.500","313,10K","1,32%"
"01/07/2021","1.510","1.495","1.525","1.460","421,50K","1,00%"
"30/06/2021","1.495","1.450","1.510","1.420","599,60K","3,82%"
"29/06/2021","1.440","1.470","1.470","1.420","548,70K","-0,69%"
"28/06/2021","1.450","1.500","1.500","1.410","480,20K","-3,33%"
"25/06/2021","1.500","1.550","1.550","1.495","469,80K","-0,33%"
"24/06/2021","1.505","1.490","1.505","1.435","777,00K","3,08%"
"23/06/2021","1.460","1.490","1.490","1.450","639,80K","0,69%"
"22/06/2021","1.450","1.480","1.520","1.405","906,10K","0,69%"
"21/06/2021","1.440","1.450","1.455","1.350","857,80K","-0,69%"
"18/06/2021","1.450","1.490","1.490","1.350","1,37M","0,00%"
"17/06/2021","1.450","1.410","1.470","1.410","1,15M","2,84%"
"16/06/2021","1.410","1.355","1.440","1.330","1,36M","4,44%"
"15/06/2021","1.350","1.320","1.350","1.290","1,21M","3,85%"
"14/06/2021","1.300","1.250","1.320","1.225","703,50K","4,42%"
"11/06/2021","1.245","1.220","1.245","1.215","98,20K","2,05%"
"10/06/2021","1.220","1.250","1.250","1.200","336,20K","-0,41%"
"09/06/2021","1.225","1.240","1.240","1.220","33,60K","0,41%"
"08/06/2021","1.220","1.220","1.225","1.215","154,20K","0,00%"
"07/06/2021","1.220","1.220","1.230","1.200","312,30K","0,41%"
"04/06/2021","1.215","1.225","1.225","1.205","233,70K","0,00%"
"03/06/2021","1.215","1.240","1.240","1.210","271,00K","0,00%"
"02/06/2021","1.215","1.230","1.235","1.195","71,30K","1,67%"
"31/05/2021","1.195","1.225","1.225","1.185","203,00K","-0,83%"
"28/05/2021","1.205","1.200","1.225","1.190","316,90K","1,26%"
"27/05/2021","1.190","1.185","1.190","1.180","63,40K","0,85%"
"25/05/2021","1.180","1.170","1.185","1.165","199,90K","0,00%"
"24/05/2021","1.180","1.190","1.190","1.150","485,80K","0,00%"
"21/05/2021","1.180","1.200","1.200","1.175","60,60K","0,43%"
"20/05/2021","1.175","1.210","1.210","1.170","203,80K","0,00%"
"19/05/2021","1.175","1.170","1.185","1.170","632,20K","-0,42%"
"18/05/2021","1.180","1.175","1.185","1.165","277,00K","0,43%"
"17/05/2021","1.175","1.175","1.185","1.160","349,20K","0,00%"
"11/05/2021","1.175","1.180","1.180","1.160","160,70K","-0,42%"
"10/05/2021","1.180","1.170","1.185","1.165","195,50K","1,72%"
"07/05/2021","1.160","1.165","1.170","1.155","82,00K","-0,85%"
"06/05/2021","1.170","1.175","1.175","1.150","171,20K","0,86%"
"05/05/2021","1.160","1.175","1.185","1.160","180,80K","-1,28%"
"04/05/2021","1.175","1.170","1.200","1.155","97,90K","0,43%"
"03/05/2021","1.170","1.175","1.175","1.150","266,10K","-0,43%"
"30/04/2021","1.175","1.180","1.180","1.170","157,50K","-0,42%"
"29/04/2021","1.180","1.190","1.190","1.170","193,90K","-1,26%"
"28/04/2021","1.195","1.200","1.200","1.180","134,60K","1,27%"
"27/04/2021","1.180","1.210","1.215","1.165","230,40K","-0,84%"
"26/04/2021","1.190","1.155","1.220","1.155","515,70K","2,15%"
"23/04/2021","1.165","1.155","1.165","1.155","122,70K","0,00%"
"22/04/2021","1.165","1.165","1.175","1.160","22,60K","0,00%"
"21/04/2021","1.165","1.155","1.175","1.150","206,70K","0,00%"
"20/04/2021","1.165","1.160","1.170","1.155","92,60K","0,43%"
"19/04/2021","1.160","1.195","1.195","1.155","78,20K","-0,43%"
"16/04/2021","1.165","1.170","1.175","1.150","224,70K","-0,43%"
"15/04/2021","1.170","1.170","1.180","1.160","56,70K","1,30%"
"14/04/2021","1.155","1.185","1.185","1.155","139,30K","0,00%"
"13/04/2021","1.155","1.170","1.170","1.150","154,50K","-1,28%"
"12/04/2021","1.170","1.210","1.210","1.160","187,40K","-2,50%"
"09/04/2021","1.200","1.210","1.210","1.195","57,90K","0,84%"
"08/04/2021","1.190","1.180","1.200","1.170","173,90K","0,85%"
"07/04/2021","1.180","1.200","1.200","1.170","179,10K","0,00%"
"06/04/2021","1.180","1.190","1.190","1.165","53,90K","1,72%"
"05/04/2021","1.160","1.165","1.180","1.155","126,10K","-0,43%"
"01/04/2021","1.165","1.180","1.185","1.160","216,40K","-0,85%"
"31/03/2021","1.175","1.210","1.210","1.160","344,10K","-2,89%"
"30/03/2021","1.210","1.225","1.235","1.180","226,00K","-0,41%"
"29/03/2021","1.215","1.270","1.270","1.200","299,60K","-1,62%"
"26/03/2021","1.235","1.255","1.270","1.210","133,50K","1,23%"
"25/03/2021","1.220","1.275","1.275","1.200","337,90K","-1,61%"
"24/03/2021","1.240","1.310","1.310","1.235","384,50K","-2,75%"
"23/03/2021","1.275","1.325","1.325","1.275","393,20K","-2,67%"
"22/03/2021","1.310","1.320","1.325","1.300","612,60K","0,77%"
"19/03/2021","1.300","1.250","1.320","1.250","1,03M","0,78%"
"18/03/2021","1.290","1.265","1.400","1.240","1,85M","4,03%"
"17/03/2021","1.240","1.250","1.255","1.230","65,00K","-0,80%"
"16/03/2021","1.250","1.255","1.275","1.230","123,00K","0,81%"
"15/03/2021","1.240","1.265","1.265","1.225","106,30K","0,81%"
"12/03/2021","1.230","1.220","1.250","1.215","160,20K","0,82%"
"10/03/2021","1.220","1.245","1.245","1.220","94,00K","-0,81%"
"09/03/2021","1.230","1.250","1.250","1.225","210,70K","0,00%"
"08/03/2021","1.230","1.270","1.270","1.220","118,10K","-0,40%"
"05/03/2021","1.235","1.250","1.255","1.230","70,70K","-1,20%"
"04/03/2021","1.250","1.245","1.265","1.225","150,50K","0,40%"
"03/03/2021","1.245","1.250","1.270","1.235","171,30K","-0,40%"
"02/03/2021","1.250","1.245","1.260","1.245","227,90K","0,40%"
"01/03/2021","1.245","1.235","1.265","1.235","162,30K","0,81%"
"26/02/2021","1.235","1.260","1.260","1.220","356,00K","-1,98%"
"25/02/2021","1.260","1.260","1.275","1.250","355,90K","0,40%"
"24/02/2021","1.255","1.270","1.275","1.250","239,10K","-0,79%"
"23/02/2021","1.265","1.265","1.285","1.250","360,60K","0,00%"
"22/02/2021","1.265","1.285","1.285","1.260","248,10K","-1,56%"
"19/02/2021","1.285","1.290","1.290","1.275","285,20K","-0,39%"
"18/02/2021","1.290","1.290","1.305","1.290","298,20K","-0,39%"
"17/02/2021","1.295","1.315","1.315","1.280","637,40K","-0,77%"
"16/02/2021","1.305","1.290","1.310","1.280","434,80K","1,95%"
"15/02/2021","1.280","1.280","1.290","1.260","582,60K","0,79%"
"11/02/2021","1.270","1.290","1.300","1.255","535,50K","1,20%"
"10/02/2021","1.255","1.310","1.310","1.245","535,90K","-1,57%"
"09/02/2021","1.275","1.320","1.330","1.275","627,50K","-2,67%"
"08/02/2021","1.310","1.300","1.320","1.295","446,60K","2,75%"
"05/02/2021","1.275","1.295","1.295","1.260","1,01M","1,19%"
"04/02/2021","1.260","1.320","1.330","1.225","811,00K","-0,79%"
"03/02/2021","1.270","1.300","1.300","1.230","410,00K","0,00%"
"02/02/2021","1.270","1.305","1.365","1.265","1,58M","0,00%"
"01/02/2021","1.270","1.110","1.350","1.075","1,95M","11,40%"
"29/01/2021","1.140","1.215","1.265","1.130","1,96M","-6,17%"
"28/01/2021","1.215","1.300","1.300","1.215","1,58M","-6,90%"
"27/01/2021","1.305","1.480","1.480","1.305","2,28M","-6,79%"
"26/01/2021","1.400","1.490","1.565","1.400","2,05M","-6,98%"
"25/01/2021","1.505","1.565","1.585","1.500","1,11M","-3,53%"
"22/01/2021","1.560","1.660","1.705","1.545","2,49M","-6,02%"
"21/01/2021","1.660","1.700","1.760","1.660","4,30M","0,00%"
"20/01/2021","1.660","1.725","1.760","1.620","9,55M","-4,60%"
"19/01/2021","1.740","1.750","1.840","1.620","17,26M","0,87%"
"18/01/2021","1.725","1.420","1.725","1.370","9,82M","21,48%"
"15/01/2021","1.420","1.500","1.500","1.400","1,30M","-3,07%"
"14/01/2021","1.465","1.520","1.530","1.450","1,47M","-2,33%"
"13/01/2021","1.500","1.495","1.530","1.465","1,25M","1,35%"
"12/01/2021","1.480","1.530","1.550","1.480","972,00K","-3,27%"
"11/01/2021","1.530","1.530","1.580","1.440","1,81M","-0,33%"
"08/01/2021","1.535","1.595","1.615","1.515","3,12M","-3,46%"
"07/01/2021","1.590","1.685","1.715","1.550","5,79M","-4,50%"
"06/01/2021","1.665","1.650","1.775","1.580","13,21M","3,74%"
"05/01/2021","1.605","1.500","1.630","1.495","6,88M","7,72%"
"04/01/2021","1.490","1.290","1.490","1.250","7,24M","15,95%"
"30/12/2020","1.285","1.045","1.300","1.010","15,40M","22,97%"
"29/12/2020","1.045","1.025","1.065","1.015","630,00K","1,95%"
"28/12/2020","1.025","995","1.070","995","270,20K","0,00%"
"23/12/2020","1.025","1.015","1.030","1.000","749,40K","-1,91%"
"22/12/2020","1.045","1.070","1.070","1.020","542,40K","-2,34%"
"21/12/2020","1.070","1.070","1.090","1.040","658,10K","0,47%"
"18/12/2020","1.065","990","1.070","990","1,19M","4,41%"
"17/12/2020","1.020","1.025","1.050","1.020","273,40K","-0,49%"
"16/12/2020","1.025","1.015","1.040","1.010","223,90K","1,49%"
"15/12/2020","1.010","990","1.020","990","245,00K","-0,98%"
"14/12/2020","1.020","1.025","1.040","1.000","328,30K","-0,49%"
"11/12/2020","1.025","995","1.045","985","709,70K","4,06%"
"10/12/2020","985","1.000","1.000","980","238,70K","0,00%"
"08/12/2020","985","1.000","1.010","980","368,30K","0,51%"
"07/12/2020","980","975","1.010","955","832,40K","3,16%"
"04/12/2020","950","980","985","940","559,70K","-3,06%"
"03/12/2020","980","960","1.000","960","179,00K","0,00%"
"02/12/2020","980","975","1.000","945","274,20K","0,51%"
"01/12/2020","975","955","995","950","277,20K","3,17%"
"30/11/2020","945","1.005","1.005","930","1,12M","-5,50%"
"27/11/2020","1.000","1.000","1.005","995","209,60K","0,50%"
"26/11/2020","995","975","1.010","975","174,80K","2,05%"
"25/11/2020","975","990","1.035","960","1,52M","-0,51%"
"24/11/2020","980","900","990","900","713,80K","8,29%"
"23/11/2020","905","875","915","875","728,60K","4,62%"
"20/11/2020","865","845","880","840","469,40K","2,37%"
"19/11/2020","845","825","865","825","629,70K","-1,17%"
"18/11/2020","855","845","865","840","300,30K","1,79%"
"17/11/2020","840","815","840","815","468,30K","3,70%"
"16/11/2020","810","805","815","800","492,30K","1,25%"
"13/11/2020","800","810","810","800","322,00K","-1,23%"
"12/11/2020","810","815","820","810","294,10K","-0,61%"
"11/11/2020","815","810","815","810","199,30K","0,00%"
"10/11/2020","815","810","845","805","455,50K","1,24%"
"09/11/2020","805","810","815","800","386,80K","-0,62%"
"06/11/2020","810","805","810","795","80,00K","1,25%"
"05/11/2020","800","805","805","800","94,60K","0,63%"
"04/11/2020","795","810","810","795","50,60K","-1,85%"
"03/11/2020","810","795","810","795","197,10K","1,89%"
"02/11/2020","795","790","800","785","39,10K","-0,63%"
"27/10/2020","800","805","805","785","252,40K","-0,62%"
"26/10/2020","805","805","810","800","108,40K","0,00%"
"23/10/2020","805","805","815","800","81,10K","0,63%"
"22/10/2020","800","805","810","800","57,50K","-0,62%"
"21/10/2020","805","810","815","800","43,70K","-0,62%"
"20/10/2020","810","805","810","800","89,30K","0,62%"
"19/10/2020","805","805","810","795","38,50K","0,00%"
"16/10/2020","805","800","805","795","80,30K","0,00%"
"15/10/2020","805","810","810","800","100,80K","-0,62%"
"14/10/2020","810","805","815","795","95,60K","0,62%"
"13/10/2020","805","800","805","795","54,80K","0,63%"
"12/10/2020","800","805","810","790","117,00K","0,00%"
"09/10/2020","800","810","810","795","162,90K","-1,23%"
"08/10/2020","810","810","825","805","247,20K","0,62%"
"07/10/2020","805","810","820","800","92,20K","-0,62%"
"06/10/2020","810","765","830","765","434,10K","5,88%"
"05/10/2020","765","765","775","765","44,20K","0,00%"
"02/10/2020","765","770","780","765","92,20K","-1,29%"
"01/10/2020","775","770","775","760","39,40K","1,97%"
"30/09/2020","760","755","760","755","85,20K","-0,65%"
"29/09/2020","765","760","770","755","32,10K","0,66%"
"28/09/2020","760","770","775","750","100,00K","-0,65%"
"25/09/2020","765","770","770","760","75,10K","2,00%"
"24/09/2020","750","775","790","750","209,20K","-3,23%"
"23/09/2020","775","790","790","775","118,50K","-1,90%"
"22/09/2020","790","790","790","775","67,60K","-0,63%"
"21/09/2020","795","790","800","770","740,90K","0,63%"
"18/09/2020","790","760","795","755","41,30K","3,27%"
"17/09/2020","765","780","800","765","253,60K","-3,16%"
"16/09/2020","790","820","820","790","150,00K","-2,47%"
"15/09/2020","810","820","840","790","493,70K","-0,61%"
"14/09/2020","815","795","820","795","344,10K","1,24%"
"11/09/2020","805","720","820","720","405,60K","8,05%"
"10/09/2020","745","800","800","745","1,32M","-6,88%"
"09/09/2020","800","820","825","795","363,20K","-2,44%"
"08/09/2020","820","830","835","810","530,00K","-1,20%"
"07/09/2020","830","850","850","820","221,60K","-0,60%"
"04/09/2020","835","830","840","820","54,20K","0,00%"
"03/09/2020","835","840","845","835","98,80K","-0,60%"
"02/09/2020","840","850","850","840","160,00K","0,00%"
"01/09/2020","840","825","850","820","550,40K","1,82%"
"31/08/2020","825","860","865","825","292,90K","-2,94%"
"28/08/2020","850","845","870","845","177,70K","0,59%"
"27/08/2020","845","850","850","845","147,60K","-0,59%"
"26/08/2020","850","845","855","845","175,60K","1,19%"
"25/08/2020","840","840","845","840","273,30K","0,60%"
"24/08/2020","835","840","845","830","579,40K","0,00%"
"19/08/2020","835","840","840","830","490,40K","0,60%"
"18/08/2020","830","825","840","825","316,10K","0,61%"
"14/08/2020","825","830","850","820","561,70K","0,61%"
"13/08/2020","820","805","825","800","1,04M","1,86%"
"12/08/2020","805","810","820","800","253,80K","0,00%"
"11/08/2020","805","800","820","800","192,80K","0,00%"
"10/08/2020","805","820","820","785","238,80K","-1,83%"
"07/08/2020","820","815","825","810","127,70K","0,61%"
"06/08/2020","815","805","825","805","288,50K","0,62%"
"05/08/2020","810","805","810","790","656,90K","0,62%"
"04/08/2020","805","780","815","770","230,20K","3,21%"
"03/08/2020","780","805","815","760","728,40K","-3,11%"
"30/07/2020","805","810","810","800","272,30K","-0,62%"
"29/07/2020","810","815","820","805","279,70K","-0,61%"
"28/07/2020","815","835","835","815","491,50K","-2,40%"
"27/07/2020","835","845","845","830","235,50K","-1,18%"
"24/07/2020","845","840","850","830","456,70K","0,00%"
"23/07/2020","845","855","860","845","517,00K","-1,17%"
"22/07/2020","855","860","865","850","354,10K","0,00%"
"21/07/2020","855","860","870","845","660,00K","-0,58%"
"20/07/2020","860","865","875","855","326,20K","-0,58%"
"17/07/2020","865","875","880","865","319,10K","-1,14%"
"16/07/2020","875","875","875","865","680,90K","0,00%"
"15/07/2020","875","875","885","865","422,90K","0,57%"
"14/07/2020","870","880","890","865","389,30K","-1,14%"
"13/07/2020","880","865","900","840","1,35M","1,73%"
"10/07/2020","865","870","910","865","2,51M","-6,99%"
"09/07/2020","930","930","930","930","360,80K","-6,53%"
"08/07/2020","995","995","995","995","344,20K","-6,57%"
"07/07/2020","1.065","1.115","1.130","1.045","9,34M","-4,05%"
"06/07/2020","1.110","1.135","1.135","1.085","5,15M","0,45%"
"03/07/2020","1.105","1.140","1.160","1.090","4,82M","-2,21%"
"02/07/2020","1.130","1.020","1.190","1.020","5,07M","13,00%"
"01/07/2020","1.000","1.050","1.050","975","813,40K","-1,48%"
"30/06/2020","1.015","960","1.020","960","1,77M","8,56%"
"29/06/2020","935","1.000","1.010","910","914,00K","-4,10%"
"26/06/2020","975","890","1.035","890","576,80K","8,33%"
"25/06/2020","900","890","910","890","124,80K","-0,55%"
"24/06/2020","905","910","910","890","61,50K","1,12%"
"23/06/2020","895","895","905","895","131,20K","0,00%"
"22/06/2020","895","930","930","895","62,80K","-1,10%"
"19/06/2020","905","910","920","905","42,10K","-0,55%"
"18/06/2020","910","920","920","900","19,50K","-0,55%"
"17/06/2020","915","910","930","900","154,60K","1,67%"
"16/06/2020","900","905","905","875","110,70K","3,45%"
"15/06/2020","870","830","895","830","104,00K","1,75%"
"12/06/2020","855","890","890","805","16,00K","-1,16%"
"11/06/2020","865","820","895","820","94,60K","-1,14%"
